timestamp,pair,state,conviction_score,direction,price,quantity,balance_change,balance_after,reason
2026-09-14T03:21:37.066Z,AMZNUSDT,FAULT,2,none,254.58,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.11% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.123% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:08.950Z,TSLAUSDT,FAULT,1,none,360.84,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.09% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.167% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:17.327Z,NVDAUSDT,FAULT,5,none,215.03,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.24% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.169% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:27.287Z,AAPLUSDT,FAULT,11,none,328.95,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.52% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.229% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:29.578Z,MSTRUSDT,DIAGNOSED,72,long,131.63,0.000000,0.0000,10001.5448,"Trend and sentiment signals agree with low noise. Trend: 2.84% move over last 10 candles. Sentiment: funding 0.0644%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T03:36:37.592Z,METAUSDT,FAULT,4,none,640.89,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.23% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.158% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:39.870Z,COINUSDT,DIAGNOSED,72,long,176.95,0.000000,0.0000,10001.5448,"Trend and sentiment signals agree with low noise. Trend: 2.48% move over last 10 candles. Sentiment: funding 0.1039%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T03:36:47.969Z,QQQUSDT,FAULT,1,none,707.08,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.05% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.084% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:36:55.660Z,GOOGLUSDT,FAULT,6,none,336.27,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.29% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.144% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:37:05.373Z,AMZNUSDT,FAULT,0,none,254.59,0.000000,0.0000,10001.5448,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.02% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.107% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:51:08.370Z,TSLAUSDT,FAULT,6,none,361.09,0.000000,0.0000,10002.7946,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.30% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.158% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:51:17.214Z,NVDAUSDT,FAULT,6,none,215.00,0.000000,0.0000,10002.7946,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.29% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.144% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:51:25.301Z,AAPLUSDT,FAULT,12,none,329.12,0.000000,0.0000,10002.7946,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.56% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.233% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:51:27.554Z,MSTRUSDT,DIAGNOSED,73,long,131.05,0.000000,0.0000,10002.7946,"Trend and sentiment signals agree with low noise. Trend: 2.43% move over last 10 candles. Sentiment: funding 0.0635%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T03:51:37.011Z,METAUSDT,FAULT,8,none,641.71,0.000000,0.0000,10002.7946,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.35% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.128% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:51:50.399Z,COINUSDT,DIAGNOSED,73,long,176.49,2.068684,-0.2191,10002.5755,"Trend and sentiment signals agree with low noise. Trend: 2.27% move over last 10 candles. Sentiment: funding 0.0946%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T03:52:00.664Z,QQQUSDT,FAULT,0,none,706.92,0.000000,0.0000,10002.5755,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.081% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:52:08.816Z,GOOGLUSDT,FAULT,6,none,336.21,0.000000,0.0000,10002.5755,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.26% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.114% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T03:52:23.833Z,AMZNUSDT,FAULT,2,none,254.59,0.000000,0.0000,10002.5755,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.11% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.110% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:06:07.624Z,TSLAUSDT,FAULT,1,none,361.07,0.000000,0.0000,10003.6075,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.06% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.118% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:06:16.370Z,NVDAUSDT,FAULT,2,none,215.20,0.000000,0.0000,10003.6075,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.11% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.079% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:06:25.114Z,AAPLUSDT,FAULT,11,none,329.09,0.000000,0.0000,10003.6075,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.51% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.213% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:06:33.843Z,MSTRUSDT,INCONCLUSIVE,69,long,130.79,2.638768,-0.2071,10003.4004,"Partial agreement between signals. Trend: 1.80% move over last 10 candles. Sentiment: funding 0.0573%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T04:06:43.241Z,METAUSDT,FAULT,2,none,641.79,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.12% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.076% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:06:45.509Z,COINUSDT,DIAGNOSED,74,long,176.89,0.000000,0.0000,10003.4004,"Trend and sentiment signals agree with low noise. Trend: 2.06% move over last 10 candles. Sentiment: funding 0.0910%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T04:06:54.380Z,QQQUSDT,FAULT,1,none,707.08,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.07% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.073% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:07:02.221Z,GOOGLUSDT,FAULT,0,none,336.09,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.071% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:07:10.444Z,AMZNUSDT,FAULT,5,none,254.49,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.22% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.118% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:06.334Z,TSLAUSDT,FAULT,0,none,361.07,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.02% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.114% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:14.777Z,NVDAUSDT,FAULT,1,none,215.20,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.05% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.068% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:24.829Z,AAPLUSDT,FAULT,10,none,329.19,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.47% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.186% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:27.099Z,MSTRUSDT,FAULT,26,none,130.72,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 1.22% move over last 10 candles. Sentiment: funding 0.0453%, L/S ratio 1.00. Volatility: 0.567% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:32.943Z,METAUSDT,FAULT,3,none,641.36,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.13% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.070% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:35.232Z,COINUSDT,DIAGNOSED,73,long,177.16,0.000000,0.0000,10003.4004,"Trend and sentiment signals agree with low noise. Trend: 1.89% move over last 10 candles. Sentiment: funding 0.0956%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a full-conviction position."
2026-09-14T04:21:41.385Z,QQQUSDT,FAULT,4,none,706.70,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.20% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.083% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:48.352Z,GOOGLUSDT,FAULT,3,none,336.06,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.15% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.066% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:21:57.001Z,AMZNUSDT,FAULT,3,none,254.57,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.118% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:36:44.003Z,TSLAUSDT,FAULT,3,none,360.80,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.120% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:36:49.668Z,NVDAUSDT,FAULT,4,none,215.06,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.073% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:36:58.442Z,AAPLUSDT,FAULT,7,none,329.56,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.33% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.140% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:37:00.717Z,MSTRUSDT,FAULT,18,none,130.68,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.84% move over last 10 candles. Sentiment: funding 0.0385%, L/S ratio 1.00. Volatility: 0.440% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:37:07.134Z,METAUSDT,FAULT,0,none,641.65,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.02% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.065% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:37:09.381Z,COINUSDT,INCONCLUSIVE,57,long,176.96,0.000000,0.0000,10003.4004,"Partial agreement between signals. Trend: 1.23% move over last 10 candles. Sentiment: funding 0.0964%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T04:37:20.214Z,QQQUSDT,FAULT,5,none,706.88,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.21% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.082% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:37:25.921Z,GOOGLUSDT,FAULT,3,none,336.12,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.15% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.066% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:37:33.990Z,AMZNUSDT,FAULT,1,none,254.70,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.08% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.114% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:51:41.374Z,TSLAUSDT,FAULT,5,none,360.91,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.26% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.122% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:51:48.147Z,NVDAUSDT,FAULT,1,none,215.26,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.06% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.067% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:51:56.247Z,AAPLUSDT,FAULT,1,none,329.76,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.06% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.078% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:51:58.509Z,MSTRUSDT,FAULT,12,none,130.86,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.57% move over last 10 candles. Sentiment: funding 0.0337%, L/S ratio 1.00. Volatility: 0.337% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:52:04.929Z,METAUSDT,FAULT,3,none,641.35,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.13% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.066% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:52:07.182Z,COINUSDT,INCONCLUSIVE,48,short,177.09,0.000000,0.0000,10003.4004,"Partial agreement between signals. Trend: 0.84% move over last 10 candles. Sentiment: funding 0.0925%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T04:52:13.157Z,QQQUSDT,FAULT,3,none,707.06,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.15% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.070% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:52:20.439Z,GOOGLUSDT,FAULT,1,none,336.38,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.060% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T04:52:28.584Z,AMZNUSDT,FAULT,2,none,254.86,0.000000,0.0000,10003.4004,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.13% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.113% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:06:45.038Z,TSLAUSDT,FAULT,5,none,360.92,0.000000,0.0000,10005.1166,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.25% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.108% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:06:54.434Z,NVDAUSDT,FAULT,2,none,215.15,0.000000,0.0000,10005.1166,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.12% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.061% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:01.713Z,AAPLUSDT,FAULT,3,none,329.86,0.000000,0.0000,10005.1166,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.17% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.090% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:09.728Z,MSTRUSDT,FAULT,7,none,130.89,0.000000,0.0000,10005.1166,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.38% move over last 10 candles. Sentiment: funding 0.0318%, L/S ratio 1.00. Volatility: 0.285% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:25.288Z,METAUSDT,FAULT,5,none,641.12,0.000000,0.0000,10005.1166,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.20% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.062% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:33.539Z,COINUSDT,INCONCLUSIVE,49,short,177.25,1.382936,-0.1471,10004.9696,"Partial agreement between signals. Trend: 0.84% move over last 10 candles. Sentiment: funding 0.0904%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T05:07:39.443Z,QQQUSDT,FAULT,4,none,706.95,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.16% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.059% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:47.854Z,GOOGLUSDT,FAULT,4,none,335.90,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.18% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.066% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:07:55.677Z,AMZNUSDT,FAULT,5,none,254.75,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.24% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.097% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:21:43.197Z,TSLAUSDT,FAULT,8,none,360.64,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.34% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.092% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:21:51.240Z,NVDAUSDT,FAULT,3,none,215.07,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.15% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.053% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:00.845Z,AAPLUSDT,FAULT,0,none,329.66,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.03% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.094% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:09.749Z,MSTRUSDT,FAULT,0,none,130.56,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.05% move over last 10 candles. Sentiment: funding 0.0268%, L/S ratio 1.00. Volatility: 0.271% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:18.841Z,METAUSDT,FAULT,1,none,641.12,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.06% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.043% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:21.125Z,COINUSDT,INCONCLUSIVE,35,short,176.79,0.000000,0.0000,10004.9696,"Partial agreement between signals. Trend: 0.24% move over last 10 candles. Sentiment: funding 0.0844%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T05:22:28.534Z,QQQUSDT,FAULT,3,none,706.73,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.15% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.041% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:36.795Z,GOOGLUSDT,FAULT,8,none,335.53,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.35% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.086% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:22:45.931Z,AMZNUSDT,FAULT,1,none,254.68,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.07% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.043% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:22.498Z,TSLAUSDT,FAULT,3,none,360.14,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.14% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.076% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:29.363Z,NVDAUSDT,FAULT,0,none,215.16,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.01% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.038% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:38.416Z,AAPLUSDT,FAULT,6,none,330.06,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.29% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.112% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:47.538Z,MSTRUSDT,FAULT,20,none,130.33,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.87% move over last 10 candles. Sentiment: funding 0.0121%, L/S ratio 1.00. Volatility: 0.289% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:56.859Z,METAUSDT,FAULT,0,none,641.26,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.01% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.042% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:37:59.127Z,COINUSDT,INCONCLUSIVE,61,short,176.81,0.000000,0.0000,10004.9696,"Partial agreement between signals. Trend: -0.28% move over last 10 candles. Sentiment: funding 0.0713%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T05:38:09.305Z,QQQUSDT,FAULT,1,none,706.75,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.04% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.020% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:38:25.263Z,GOOGLUSDT,FAULT,4,none,335.61,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.18% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.079% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:38:35.051Z,AMZNUSDT,FAULT,0,none,254.51,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.03% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.043% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:21.361Z,TSLAUSDT,FAULT,3,none,360.34,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.14% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.084% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:29.800Z,NVDAUSDT,FAULT,0,none,215.09,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.03% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.037% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:37.414Z,AAPLUSDT,FAULT,6,none,329.86,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.28% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.113% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:46.303Z,MSTRUSDT,FAULT,27,none,130.10,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -1.16% move over last 10 candles. Sentiment: funding 0.0001%, L/S ratio 1.00. Volatility: 0.300% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:52.792Z,METAUSDT,FAULT,0,none,640.84,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.01% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.049% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:52:55.073Z,COINUSDT,INCONCLUSIVE,62,short,176.34,0.000000,0.0000,10004.9696,"Partial agreement between signals. Trend: -0.34% move over last 10 candles. Sentiment: funding 0.0582%, L/S ratio 1.00 — extreme funding, treated as contrarian/crowded. Taking a reduced position sized to uncertainty."
2026-09-14T05:53:01.352Z,QQQUSDT,FAULT,2,none,706.37,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: -0.10% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.030% stdev. Refusing to trade — protecting capital over forcing a read."
2026-09-14T05:53:10.012Z,GOOGLUSDT,FAULT,0,none,336.28,0.000000,0.0000,10004.9696,"Signals contradict or noise too high to diagnose cleanly. Trend: 0.00% move over last 10 candles. Sentiment: funding 0.0000%, L/S ratio 1.00. Volatility: 0.080% stdev. Refusing to trade — protecting capital over forcing a read."
